rt,polarity,source,ms_level,scan_type,mz_range,peak_count,mz,intensity
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,129.0509,119
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,149.0232,176
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,173.0752,141
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,262.0877,184
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,302.1457,65
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,312.1079,446
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,313.0973,78
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,315.0679,76
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,365.0387,64
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,393.3012,319
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,394.3092,112
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,397.2928,122
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,413.2646,420
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,414.2636,228
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,429.2629,80
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,524.7398,69
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,549.9231,84
0.0108167,+,ESI,ms1,line,80.0000-1799.9999,18,773.6658,72
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,129.0510,89
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,149.0232,183
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,173.0753,131
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,262.0867,158
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,290.1197,68
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,312.1065,399
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,315.0685,72
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,393.3019,286
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,394.3069,95
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,397.2928,91
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,413.2642,434
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,414.2662,210
0.0191833,+,ESI,ms1,line,80.0000-1799.9999,13,429.2637,70
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,129.0509,67
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,149.0240,183
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,173.0752,98
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,262.0869,136
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,290.1240,89
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,312.1052,392
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,313.1039,87
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,393.3023,292
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,394.3079,124
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,397.2926,68
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,413.2647,516
0.0275333,+,ESI,ms1,line,80.0000-1799.9999,12,414.2646,178
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,149.0234,177
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,173.0751,95
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,262.0872,147
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,290.1240,66
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,312.1047,371
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,313.1020,102
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,391.2867,66
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,393.2985,328
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,394.3103,108
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,413.2610,511
0.0358833,+,ESI,ms1,line,80.0000-1799.9999,11,414.2653,178
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,149.0237,175
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,173.0756,86
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,262.0893,123
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,312.1037,328
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,313.1017,76
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,391.2825,64
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,393.2960,321
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,394.3082,92
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,413.2621,436
0.0442333,+,ESI,ms1,line,80.0000-1799.9999,10,414.2665,178
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,149.0235,201
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,173.0755,64
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,262.0897,121
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,312.1033,278
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,313.0973,66
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,391.2823,66
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,393.2980,316
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,394.3064,69
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,413.2625,436
0.0525667,+,ESI,ms1,line,80.0000-1799.9999,10,414.2673,170
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,149.0237,199
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,173.0765,77
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,262.0925,106
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,290.1252,103
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,312.1031,300
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,313.1004,74
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,393.2966,303
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,394.3039,68
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,413.2629,502
0.0609167,+,ESI,ms1,line,80.0000-1799.9999,10,414.2663,155
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,129.0558,74
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,149.0243,171
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,173.0762,70
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,262.0939,95
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,290.1234,84
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,312.1022,311
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,393.2972,331
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,413.2622,487
0.0692667,+,ESI,ms1,line,80.0000-1799.9999,9,414.2671,168
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,149.0227,176
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,173.0773,76
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,262.0952,79
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,301.1435,70
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,312.1040,330
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,393.2991,349
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,394.2994,68
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,413.2611,536
0.0776167,+,ESI,ms1,line,80.0000-1799.9999,9,414.2671,144
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,149.0236,160
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,173.0806,72
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,262.0895,84
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,312.1040,293
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,391.2843,71
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,393.2978,302
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,394.2979,73
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,413.2628,523
0.0859667,+,ESI,ms1,line,80.0000-1799.9999,9,414.2648,125
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,149.0232,156
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,173.0795,71
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,262.0893,106
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,290.1238,68
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,301.1428,66
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,312.1007,398
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,391.2844,65
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,393.2952,331
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,394.3015,69
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,413.2637,469
0.0943167,+,ESI,ms1,line,80.0000-1799.9999,11,414.2672,106
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,149.0232,196
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,173.0780,72
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,262.0900,82
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,290.1223,65
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,301.1484,81
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,312.1016,359
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,313.0981,64
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,391.2826,66
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,393.2944,347
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,394.2997,79
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,413.2646,485
0.10265,+,ESI,ms1,line,80.0000-1799.9999,12,414.2704,110
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,149.0248,186
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,173.0776,110
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,262.0908,152
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,290.1217,70
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,312.0994,416
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,391.2819,70
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,393.2935,329
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,394.2943,84
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,413.2645,475
0.111,+,ESI,ms1,line,80.0000-1799.9999,10,414.2675,136
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,149.0252,238
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,173.0776,90
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,262.0882,193
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,290.1216,77
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,301.1501,66
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,312.1004,438
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,391.2810,69
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,393.2950,414
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,394.2966,80
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,413.2652,494
0.11935,+,ESI,ms1,line,80.0000-1799.9999,11,414.2641,125
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,149.0254,206
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,173.0781,77
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,262.0857,162
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,290.1230,86
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,312.1010,444
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,313.1013,68
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,391.2758,87
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,393.2941,432
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,394.2978,100
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,413.2635,510
0.127683,+,ESI,ms1,line,80.0000-1799.9999,11,414.2679,120
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,149.0255,171
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,173.0778,111
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,262.0883,149
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,290.1250,72
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,301.1487,80
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,312.1001,450
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,313.1040,75
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,391.2794,87
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,393.2927,443
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,394.2996,81
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,413.2628,486
0.136033,+,ESI,ms1,line,80.0000-1799.9999,12,414.2701,113
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,149.0245,187
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,173.0786,103
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,262.0880,134
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,301.1492,64
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,312.1013,432
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,391.2803,65
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,393.2932,416
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,394.2963,64
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,413.2645,472
0.144383,+,ESI,ms1,line,80.0000-1799.9999,10,414.2715,119
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,149.0245,181
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,173.0791,89
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,262.0895,126
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,301.1472,71
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,312.1005,434
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,393.2949,386
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,394.2989,72
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,413.2651,450
0.152733,+,ESI,ms1,line,80.0000-1799.9999,9,414.2706,129
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,149.0235,177
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,173.0773,84
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,262.0900,124
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,301.1506,72
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,312.0995,411
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,313.1022,77
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,393.2949,394
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,394.3017,74
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,413.2649,460
0.161083,+,ESI,ms1,line,80.0000-1799.9999,10,414.2676,153
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,149.0238,169
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,173.0768,79
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,262.0908,140
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,290.1198,65
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,301.1473,75
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,312.1008,427
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,313.1052,81
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,393.2961,357
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,394.3059,116
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,413.2657,437
0.169433,+,ESI,ms1,line,80.0000-1799.9999,11,414.2674,158
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,149.0248,175
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,173.0778,88
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,262.0905,141
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,290.1146,78
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,301.1443,80
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,312.1006,432
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,313.1058,105
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,393.2969,344
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,394.3020,104
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,413.2641,496
0.177767,+,ESI,ms1,line,80.0000-1799.9999,11,414.2685,173
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,149.0252,211
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,173.0802,85
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,262.0896,118
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,290.1199,80
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,301.1431,84
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,312.0992,421
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,313.1062,83
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,393.2959,358
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,394.3001,79
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,413.2644,506
0.18615,+,ESI,ms1,line,80.0000-1799.9999,11,414.2679,194
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,129.0560,64
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,149.0241,176
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,173.0793,85
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,262.0895,92
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,312.1007,406
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,313.1011,107
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,393.2952,374
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,394.2998,70
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,413.2639,551
0.1945,+,ESI,ms1,line,80.0000-1799.9999,10,414.2685,166
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,149.0242,162
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,173.0779,104
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,262.0885,106
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,290.1229,70
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,301.1438,66
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,312.0998,434
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,313.1053,104
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,393.2959,361
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,394.3022,103
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,413.2630,563
0.202833,+,ESI,ms1,line,80.0000-1799.9999,11,414.2695,187
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,129.0570,76
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,149.0247,148
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,173.0772,98
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,262.0894,111
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,312.1009,400
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,313.1100,97
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,393.2961,361
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,394.3017,83
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,413.2620,539
0.211183,+,ESI,ms1,line,80.0000-1799.9999,10,414.2679,157
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,149.0247,175
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,173.0753,106
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,262.0901,116
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,312.1022,367
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,313.1052,106
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,393.2959,327
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,394.3001,65
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,413.2608,501
0.219533,+,ESI,ms1,line,80.0000-1799.9999,9,414.2677,199
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,129.0585,66
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,149.0244,189
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,173.0762,79
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,262.0909,96
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,312.1017,335
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,313.1061,98
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,393.2980,330
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,394.2980,72
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,413.2609,510
0.227883,+,ESI,ms1,line,80.0000-1799.9999,10,414.2686,173
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,149.0233,175
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,173.0757,77
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,262.0923,92
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,312.1020,342
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,313.1061,73
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,393.2990,344
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,394.2991,116
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,413.2615,517
0.236233,+,ESI,ms1,line,80.0000-1799.9999,9,414.2678,181
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,149.0240,177
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,173.0789,95
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,262.0905,92
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,312.1019,338
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,313.1084,86
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,393.3005,364
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,394.3032,106
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,413.2628,514
0.244567,+,ESI,ms1,line,80.0000-1799.9999,9,414.2693,166
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,149.0243,145
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,173.0788,81
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,262.0882,83
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,312.1028,362
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,313.1073,71
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,393.2971,361
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,394.3003,122
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,413.2636,541
0.252917,+,ESI,ms1,line,80.0000-1799.9999,9,414.2672,151
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,149.0263,148
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,173.0787,89
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,262.0881,96
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,312.1020,389
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,313.1056,70
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,393.2969,334
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,394.2986,119
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,413.2637,504
0.261267,+,ESI,ms1,line,80.0000-1799.9999,9,414.2667,153
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,149.0254,158
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,173.0789,89
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,262.0874,91
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,312.1017,465
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,313.1057,81
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,393.2963,342
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,394.3018,107
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,413.2631,492
0.269617,+,ESI,ms1,line,80.0000-1799.9999,9,414.2675,139
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,129.0573,74
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,149.0265,161
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,173.0780,91
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,262.0884,109
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,312.1020,427
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,313.1028,94
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,393.2971,340
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,394.3017,80
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,413.2637,476
0.277967,+,ESI,ms1,line,80.0000-1799.9999,10,414.2619,133
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,129.0558,72
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,149.0257,171
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,173.0779,68
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,262.0885,111
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,312.1011,412
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,313.1030,78
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,393.2987,388
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,394.2992,70
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,413.2637,559
0.286317,+,ESI,ms1,line,80.0000-1799.9999,10,414.2596,121
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,129.0566,76
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,149.0253,164
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,173.0766,78
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,262.0891,129
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,312.1008,380
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,313.1037,84
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,393.2992,355
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,413.2643,558
0.29465,+,ESI,ms1,line,80.0000-1799.9999,9,414.2620,152
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,129.0564,81
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,149.0255,189
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,173.0783,79
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,262.0879,127
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,301.1443,70
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,312.1015,392
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,313.1095,86
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,393.2963,365
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,413.2634,562
0.303,+,ESI,ms1,line,80.0000-1799.9999,10,414.2623,152
