rt,polarity,source,ms_level,scan_type,mz_range,peak_count,mz,intensity
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,313.1055,100
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,315.0755,158
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,393.2962,597
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,394.3035,141
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,413.2650,933
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,414.2702,246
5.57107,+,ESI,ms1,line,80.0000-1800.0001,13,427.2378,73
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,149.0247,137
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,173.0819,177
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,290.1196,74
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,301.1413,109
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,312.1017,614
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,313.1042,93
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,315.0753,137
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,393.2961,594
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,394.3026,119
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,413.2656,863
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,414.2679,213
5.57942,+,ESI,ms1,line,80.0000-1800.0001,12,427.2386,85
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,149.0241,120
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,173.0814,176
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,301.1395,93
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,312.1011,607
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,313.1051,81
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,315.0771,140
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,393.2956,599
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,394.3021,117
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,413.2652,854
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,414.2694,272
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,427.2390,69
5.58775,+,ESI,ms1,line,80.0000-1800.0001,12,441.2956,64
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,149.0241,101
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,173.0806,167
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,262.0912,71
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,301.1396,79
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,312.1027,578
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,313.1020,94
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,315.0750,133
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,393.2951,598
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,394.2977,145
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,413.2650,912
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,414.2685,238
5.5961,+,ESI,ms1,line,80.0000-1800.0001,12,427.2411,69
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,149.0232,80
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,173.0797,143
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,262.0909,71
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,290.1242,65
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,312.1028,619
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,313.1008,77
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,314.0965,83
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,315.0747,133
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,393.2950,597
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,394.2971,154
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,413.2651,919
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,414.2714,237
5.60445,+,ESI,ms1,line,80.0000-1800.0001,13,427.2422,68
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,129.0572,65
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,149.0219,70
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,173.0792,173
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,262.0920,64
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,301.1383,79
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,312.1037,666
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,313.1024,68
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,314.0968,64
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,315.0765,127
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,393.2945,605
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,394.2955,165
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,413.2636,918
5.6128,+,ESI,ms1,line,80.0000-1800.0001,13,414.2695,192
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,149.0235,82
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,173.0781,167
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,301.1411,94
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,312.1030,714
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,313.1009,67
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,314.0974,65
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,315.0782,117
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,393.2951,600
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,394.2973,147
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,413.2635,902
5.62115,+,ESI,ms1,line,80.0000-1800.0001,11,414.2697,206
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,149.0247,81
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,173.0781,138
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,262.0970,65
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,301.1423,92
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,312.1025,679
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,313.1062,73
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,314.0991,67
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,315.0807,151
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,393.2967,610
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,394.2922,164
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,413.2651,890
5.62948,+,ESI,ms1,line,80.0000-1800.0001,12,414.2666,234
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,149.0256,123
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,173.0780,158
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,297.2407,74
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,301.1403,81
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,312.1022,650
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,315.0795,158
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,393.2947,567
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,394.2922,172
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,413.2659,847
5.63783,+,ESI,ms1,line,80.0000-1800.0001,10,414.2671,205
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,149.0245,130
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,173.0783,191
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,297.2411,109
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,301.1421,125
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,312.1040,582
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,313.1142,66
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,315.0771,167
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,337.2315,105
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,393.2934,568
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,394.2922,153
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,413.2651,850
5.64618,+,ESI,ms1,line,80.0000-1800.0001,12,414.2696,214
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,149.0245,119
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,173.0781,186
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,297.2414,96
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,301.1431,120
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,312.1036,568
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,313.1137,88
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,315.0770,167
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,337.2360,139
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,393.2938,623
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,394.2931,137
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,413.2646,882
5.65453,+,ESI,ms1,line,80.0000-1800.0001,12,414.2694,220
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,149.0242,95
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,173.0780,161
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,297.2437,85
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,301.1434,124
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,312.1026,567
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,313.1126,116
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,315.0754,145
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,337.2338,169
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,393.2944,616
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,394.2957,133
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,413.2636,798
5.66288,+,ESI,ms1,line,80.0000-1800.0001,12,414.2705,227
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,149.0248,116
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,173.0796,211
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,262.0947,85
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,297.2406,98
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,301.1454,99
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,312.1019,556
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,313.1114,89
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,315.0754,108
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,337.2344,219
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,393.2954,631
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,394.2946,117
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,413.2656,874
5.67123,+,ESI,ms1,line,80.0000-1800.0001,13,414.2714,208
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,149.0245,112
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,173.0814,222
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,262.0947,80
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,297.2418,103
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,301.1446,117
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,312.1022,532
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,313.1099,87
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,315.0749,130
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,337.0796,67
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,337.2345,242
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,359.2337,95
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,393.2958,598
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,394.2940,115
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,413.2654,836
5.67958,+,ESI,ms1,line,80.0000-1800.0001,15,414.2699,254
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,149.0251,119
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,173.0812,233
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,262.0925,79
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,297.2396,93
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,301.1440,103
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,312.1021,593
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,313.1093,72
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,315.0759,141
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,337.0801,67
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,337.2334,272
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,359.2354,116
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,393.2960,586
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,394.2984,113
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,413.2655,849
5.68793,+,ESI,ms1,line,80.0000-1800.0001,15,414.2708,232
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,149.0244,134
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,173.0810,254
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,262.0900,102
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,297.2401,75
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,301.1471,105
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,312.1027,639
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,313.1084,106
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,315.0781,127
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,337.2323,244
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,359.2340,154
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,393.2946,554
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,394.2969,114
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,413.2639,875
5.6963,+,ESI,ms1,line,80.0000-1800.0001,14,414.2716,208
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,149.0243,172
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,173.0795,278
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,262.0913,97
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,297.2371,69
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,301.1449,104
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,312.1039,592
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,313.1045,106
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,315.0776,118
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,337.0767,68
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,337.2322,218
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,359.2345,146
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,393.2955,550
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,394.2944,158
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,413.2632,848
5.70465,+,ESI,ms1,line,80.0000-1800.0001,15,414.2727,230
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,149.0251,137
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,173.0809,277
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,262.0914,93
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,297.2360,65
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,301.1441,107
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,312.1044,569
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,313.1084,158
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,315.0798,96
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,337.2334,222
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,359.2360,153
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,393.2958,553
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,394.2950,180
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,413.2652,827
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,414.2683,223
5.71298,+,ESI,ms1,line,80.0000-1800.0001,15,415.2789,64
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,149.0250,124
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,173.0801,234
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,262.0906,84
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,297.2354,71
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,301.1434,109
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,312.1040,606
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,313.1084,131
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,315.0804,93
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,337.0780,64
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,337.2331,203
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,359.2352,163
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,393.2947,607
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,394.2959,164
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,413.2655,836
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,414.2710,223
5.72133,+,ESI,ms1,line,80.0000-1800.0001,16,429.2517,74
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,149.0258,110
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,173.0793,217
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,297.2342,73
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,301.1426,87
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,312.1041,561
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,313.1076,119
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,315.0805,73
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,337.2330,165
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,359.2365,165
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,393.2925,633
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,394.3004,137
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,413.2677,825
5.72968,+,ESI,ms1,line,80.0000-1800.0001,13,414.2688,244
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,149.0255,123
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,173.0787,196
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,297.2378,78
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,301.1419,125
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,312.1030,508
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,313.1071,104
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,315.0771,87
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,337.2354,145
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,359.2339,151
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,393.2931,638
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,394.3031,150
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,413.2665,822
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,414.2709,228
5.73802,+,ESI,ms1,line,80.0000-1800.0001,14,419.0756,65
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,149.0254,129
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,173.0782,182
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,297.2380,73
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,301.1398,102
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,312.1036,544
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,313.1076,87
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,315.0751,81
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,337.2332,135
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,359.2373,152
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,393.2942,694
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,394.3023,161
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,413.2671,775
5.74637,+,ESI,ms1,line,80.0000-1800.0001,13,414.2691,225
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,149.0254,96
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,173.0790,187
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,301.1386,100
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,312.1027,537
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,313.1073,88
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,337.2335,128
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,359.2371,122
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,393.2954,720
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,394.3047,172
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,413.2670,761
5.75472,+,ESI,ms1,line,80.0000-1800.0001,11,414.2686,225
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,149.0247,103
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,173.0784,180
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,262.0921,80
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,301.1417,92
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,312.1019,567
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,313.1080,77
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,337.2315,122
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,359.2394,105
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,393.2944,679
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,394.3039,156
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,413.2668,810
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,414.2679,252
5.76307,+,ESI,ms1,line,80.0000-1800.0001,13,427.2543,75
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,149.0245,91
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,173.0800,186
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,262.0929,74
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,301.1392,100
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,312.1024,552
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,313.1052,83
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,337.2291,135
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,359.2368,94
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,393.2940,620
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,394.3043,157
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,413.2662,766
5.77142,+,ESI,ms1,line,80.0000-1800.0001,12,414.2678,255
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,149.0253,101
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,173.0790,170
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,301.1423,93
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,312.1036,549
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,313.1031,80
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,315.0794,65
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,337.2258,107
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,359.2398,88
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,393.2942,678
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,394.3023,179
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,413.2670,737
5.77975,+,ESI,ms1,line,80.0000-1800.0001,12,414.2690,289
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,149.0263,96
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,173.0792,150
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,301.1380,101
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,312.1023,535
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,313.1015,76
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,337.2281,102
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,359.2399,67
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,393.2946,698
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,394.3026,180
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,413.2655,746
5.7881,+,ESI,ms1,line,80.0000-1800.0001,11,414.2704,248
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,149.0257,91
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,173.0788,133
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,290.1192,66
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,301.1353,84
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,312.1023,578
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,313.1039,73
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,315.0870,72
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,337.2283,95
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,359.2396,72
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,393.2957,664
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,394.2985,189
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,413.2660,799
5.79645,+,ESI,ms1,line,80.0000-1800.0001,13,414.2703,222
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,149.0247,117
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,173.0788,153
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,301.1366,73
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,312.1013,648
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,313.0998,66
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,337.2261,89
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,359.2384,67
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,393.2943,648
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,394.2975,234
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,413.2657,813
5.8048,+,ESI,ms1,line,80.0000-1800.0001,11,414.2668,202
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,149.0227,120
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,173.0802,207
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,301.1386,85
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,312.1029,667
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,337.2264,76
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,393.2974,713
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,394.2981,258
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,413.2647,791
5.81315,+,ESI,ms1,line,80.0000-1800.0001,9,414.2671,197
5.8215,+,ESI,ms1,line,80.0000-1800.0001,11,149.0242,99
5.8215,+,ESI,ms1,line,80.0000-1800.0001,11,173.0809,215
5.8215,+,ESI,ms1,line,80.0000-1800.0001,11,301.1396,100
5.8215,+,ESI,ms1,line,80.0000-1800.0001,11,312.1016,636
