title,retention_time_sec,mz,intensity
MS_BA_18,149.421,313.107974,75.0
MS_BA_18,149.421,393.296307,374.0
MS_BA_18,149.421,394.305007,105.0
MS_BA_18,149.421,413.267382,454.0
MS_BA_18,149.421,414.263425,85.0
MS_BA_18,149.922,149.025832,198.0
MS_BA_18,149.922,262.091385,75.0
MS_BA_18,149.922,290.11863,67.0
MS_BA_18,149.922,312.100823,358.0
MS_BA_18,149.922,313.109157,64.0
MS_BA_18,149.922,393.29778,362.0
MS_BA_18,149.922,394.302943,102.0
MS_BA_18,149.922,413.266577,422.0
MS_BA_18,149.922,414.265239,102.0
MS_BA_18,150.423,149.025692,190.0
MS_BA_18,150.423,173.079585,86.0
MS_BA_18,150.423,262.09063,131.0
MS_BA_18,150.423,312.10048,340.0
MS_BA_18,150.423,393.298475,327.0
MS_BA_18,150.423,394.304033,89.0
MS_BA_18,150.423,413.263215,420.0
MS_BA_18,150.423,414.264593,125.0
MS_BA_18,150.924,149.026402,154.0
MS_BA_18,150.924,173.081115,102.0
MS_BA_18,150.924,262.088225,157.0
MS_BA_18,150.924,312.101267,323.0
MS_BA_18,150.924,393.297543,326.0
MS_BA_18,150.924,394.304229,79.0
MS_BA_18,150.924,413.263416,455.0
MS_BA_18,150.924,414.26555,159.0
MS_BA_18,151.427,149.027082,142.0
MS_BA_18,151.427,173.082768,85.0
MS_BA_18,151.427,262.087945,146.0
MS_BA_18,151.427,312.102163,308.0
MS_BA_18,151.427,393.296365,336.0
MS_BA_18,151.427,394.302607,111.0
MS_BA_18,151.427,413.264573,479.0
MS_BA_18,151.427,414.264542,143.0
MS_BA_18,151.928,149.027611,191.0
MS_BA_18,151.928,173.079821,78.0
MS_BA_18,151.928,262.086342,122.0
MS_BA_18,151.928,301.141018,73.0
MS_BA_18,151.928,312.102054,294.0
MS_BA_18,151.928,393.297346,311.0
MS_BA_18,151.928,394.300052,101.0
MS_BA_18,151.928,413.264674,457.0
MS_BA_18,151.928,414.260815,121.0
MS_BA_18,152.428,149.02814,166.0
MS_BA_18,152.428,173.080643,81.0
MS_BA_18,152.428,262.086402,108.0
MS_BA_18,152.428,312.100393,301.0
MS_BA_18,152.428,393.296757,319.0
MS_BA_18,152.428,394.300641,82.0
MS_BA_18,152.428,413.265982,467.0
MS_BA_18,152.428,414.26288,116.0
MS_BA_18,152.929,149.027029,185.0
MS_BA_18,152.929,173.086105,80.0
MS_BA_18,152.929,262.089387,134.0
MS_BA_18,152.929,312.100655,285.0
MS_BA_18,152.929,393.296855,347.0
MS_BA_18,152.929,394.294842,91.0
MS_BA_18,152.929,413.266435,545.0
MS_BA_18,152.929,414.261318,130.0
MS_BA_18,153.43,149.026659,169.0
MS_BA_18,153.43,173.082979,82.0
MS_BA_18,153.43,262.088466,118.0
MS_BA_18,153.43,312.101027,321.0
MS_BA_18,153.43,313.099879,67.0
MS_BA_18,153.43,393.297248,345.0
MS_BA_18,153.43,394.296906,82.0
MS_BA_18,153.43,413.265781,537.0
MS_BA_18,153.43,414.265248,171.0
MS_BA_18,153.931,149.026621,170.0
MS_BA_18,153.931,173.08289,69.0
MS_BA_18,153.931,262.088746,110.0
MS_BA_18,153.931,290.116191,67.0
MS_BA_18,153.931,312.100611,319.0
MS_BA_18,153.931,313.101609,79.0
MS_BA_18,153.931,393.296512,348.0
MS_BA_18,153.931,394.300985,100.0
MS_BA_18,153.931,413.266083,497.0
MS_BA_18,153.931,414.270386,146.0
MS_BA_18,154.432,149.025662,157.0
MS_BA_18,154.432,173.083216,69.0
MS_BA_18,154.432,262.088887,96.0
MS_BA_18,154.432,312.103257,358.0
MS_BA_18,154.432,313.106339,91.0
MS_BA_18,154.432,393.29715,346.0
MS_BA_18,154.432,394.302509,88.0
MS_BA_18,154.432,413.266838,511.0
MS_BA_18,154.432,414.270789,133.0
MS_BA_18,154.933,149.025126,190.0
MS_BA_18,154.933,173.083134,72.0
MS_BA_18,154.933,262.087785,87.0
MS_BA_18,154.933,290.121292,65.0
MS_BA_18,154.933,312.101573,381.0
MS_BA_18,154.933,313.10312,75.0
MS_BA_18,154.933,393.297641,345.0
MS_BA_18,154.933,394.300985,90.0
MS_BA_18,154.933,413.265479,606.0
MS_BA_18,154.933,414.268623,156.0
MS_BA_18,155.434,149.025685,206.0
MS_BA_18,155.434,173.081042,78.0
MS_BA_18,155.434,262.088326,88.0
MS_BA_18,155.434,290.122199,65.0
MS_BA_18,155.434,301.138097,64.0
MS_BA_18,155.434,312.101289,386.0
MS_BA_18,155.434,393.298524,330.0
MS_BA_18,155.434,394.299708,80.0
MS_BA_18,155.434,413.264422,600.0
MS_BA_18,155.434,414.271041,143.0
MS_BA_18,155.935,149.02616,178.0
MS_BA_18,155.935,173.080545,98.0
MS_BA_18,155.935,262.086042,94.0
MS_BA_18,155.935,290.121377,72.0
MS_BA_18,155.935,312.100764,379.0
MS_BA_18,155.935,393.296806,318.0
MS_BA_18,155.935,394.297103,112.0
MS_BA_18,155.935,413.265278,559.0
MS_BA_18,155.935,414.268724,169.0
MS_BA_18,156.435,149.025043,217.0
MS_BA_18,156.435,173.080024,107.0
MS_BA_18,156.435,262.087685,77.0
MS_BA_18,156.435,301.138248,73.0
MS_BA_18,156.435,312.102797,371.0
MS_BA_18,156.435,393.294892,333.0
MS_BA_18,156.435,394.295776,113.0
MS_BA_18,156.435,413.265278,589.0
MS_BA_18,156.435,414.270034,160.0
MS_BA_18,156.936,149.024868,225.0
MS_BA_18,156.936,173.079959,80.0
MS_BA_18,156.936,262.091021,71.0
MS_BA_18,156.936,290.123054,70.0
MS_BA_18,156.936,301.13781,78.0
MS_BA_18,156.936,312.102133,342.0
MS_BA_18,156.936,313.106374,65.0
MS_BA_18,156.936,393.295301,400.0
MS_BA_18,156.936,394.299921,117.0
MS_BA_18,156.936,413.266402,502.0
MS_BA_18,156.936,414.270555,158.0
MS_BA_18,157.437,149.02412,272.0
MS_BA_18,157.437,173.079364,84.0
MS_BA_18,157.437,262.091542,87.0
MS_BA_18,157.437,301.138905,70.0
MS_BA_18,157.437,312.102548,306.0
MS_BA_18,157.437,393.294516,398.0
MS_BA_18,157.437,394.300461,103.0
MS_BA_18,157.437,413.266302,518.0
MS_BA_18,157.437,414.268389,131.0
MS_BA_18,157.938,129.05665,78.0
MS_BA_18,157.938,149.023901,218.0
MS_BA_18,157.938,173.077834,109.0
MS_BA_18,157.938,262.088136,110.0
MS_BA_18,157.938,290.126574,65.0
MS_BA_18,157.938,312.102811,286.0
MS_BA_18,157.938,393.294565,381.0
MS_BA_18,157.938,394.299872,96.0
MS_BA_18,157.938,413.266352,556.0
MS_BA_18,157.938,414.271059,152.0
MS_BA_18,158.439,129.056846,81.0
MS_BA_18,158.439,149.023901,163.0
MS_BA_18,158.439,173.079364,86.0
MS_BA_18,158.439,262.086694,98.0
MS_BA_18,158.439,290.131992,71.0
MS_BA_18,158.439,312.10445,293.0
MS_BA_18,158.439,313.109658,70.0
MS_BA_18,158.439,315.076221,67.0
MS_BA_18,158.439,393.295056,374.0
MS_BA_18,158.439,394.299626,81.0
MS_BA_18,158.439,413.265396,626.0
MS_BA_18,158.439,414.269547,167.0
MS_BA_18,158.94,129.057116,90.0
MS_BA_18,158.94,149.024274,148.0
MS_BA_18,158.94,173.077357,81.0
MS_BA_18,158.94,262.086058,86.0
MS_BA_18,158.94,290.131133,70.0
MS_BA_18,158.94,312.104457,269.0
MS_BA_18,158.94,313.107212,75.0
MS_BA_18,158.94,393.296438,344.0
MS_BA_18,158.94,394.299388,87.0
MS_BA_18,158.94,413.264549,580.0
MS_BA_18,158.94,414.268045,136.0
MS_BA_18,159.441,129.057123,67.0
MS_BA_18,159.441,149.02447,140.0
MS_BA_18,159.441,173.078489,123.0
MS_BA_18,159.441,262.085337,84.0
MS_BA_18,159.441,301.140049,65.0
MS_BA_18,159.441,312.104173,313.0
MS_BA_18,159.441,313.110366,67.0
MS_BA_18,159.441,393.295948,350.0
MS_BA_18,159.441,394.298258,87.0
MS_BA_18,159.441,413.265354,596.0
MS_BA_18,159.441,414.268246,137.0
MS_BA_18,159.941,149.024659,165.0
MS_BA_18,159.941,173.079677,102.0
MS_BA_18,159.941,262.087401,91.0
MS_BA_18,159.941,301.139426,65.0
MS_BA_18,159.941,312.103604,279.0
MS_BA_18,159.941,393.296537,342.0
MS_BA_18,159.941,394.299683,87.0
MS_BA_18,159.941,413.264952,554.0
MS_BA_18,159.941,414.267239,112.0
MS_BA_18,160.442,149.024115,197.0
MS_BA_18,160.442,173.080524,84.0
MS_BA_18,160.442,262.089444,118.0
MS_BA_18,160.442,312.104173,243.0
MS_BA_18,160.442,393.298402,338.0
MS_BA_18,160.442,394.298504,86.0
MS_BA_18,160.442,413.265807,542.0
MS_BA_18,160.442,414.267188,123.0
MS_BA_18,160.943,149.026229,198.0
MS_BA_18,160.943,173.079391,92.0
MS_BA_18,160.943,262.088073,95.0
MS_BA_18,160.943,312.103442,328.0
MS_BA_18,160.943,313.113006,71.0
MS_BA_18,160.943,393.297535,344.0
MS_BA_18,160.943,394.303288,76.0
MS_BA_18,160.943,413.263963,510.0
MS_BA_18,160.943,414.272142,126.0
MS_BA_18,161.445,149.025202,176.0
MS_BA_18,161.445,173.08137,88.0
MS_BA_18,161.445,262.088774,97.0
MS_BA_18,161.445,290.122672,64.0
MS_BA_18,161.445,312.102131,364.0
MS_BA_18,161.445,313.11051,84.0
MS_BA_18,161.445,393.298909,334.0
MS_BA_18,161.445,394.300191,87.0
MS_BA_18,161.445,413.263812,573.0
MS_BA_18,161.445,414.2732,114.0
MS_BA_18,161.946,149.025239,202.0
MS_BA_18,161.946,173.080979,107.0
MS_BA_18,161.946,262.08651,95.0
MS_BA_18,161.946,290.122124,73.0
MS_BA_18,161.946,312.102393,381.0
MS_BA_18,161.946,313.108868,81.0
MS_BA_18,161.946,393.296749,337.0
MS_BA_18,161.946,394.303632,113.0
MS_BA_18,161.946,413.265573,567.0
MS_BA_18,161.946,414.272495,137.0
MS_BA_18,162.447,149.025171,208.0
MS_BA_18,162.447,173.081834,101.0
MS_BA_18,162.447,262.089876,79.0
MS_BA_18,162.447,312.10377,368.0
MS_BA_18,162.447,313.10624,76.0
MS_BA_18,162.447,393.2967,349.0
MS_BA_18,162.447,394.302649,99.0
MS_BA_18,162.447,413.267384,524.0
MS_BA_18,162.447,414.271085,116.0
MS_BA_18,162.948,149.025129,166.0
MS_BA_18,162.948,173.081552,108.0
MS_BA_18,162.948,262.088759,82.0
MS_BA_18,162.948,312.103689,317.0
MS_BA_18,162.948,313.109925,73.0
MS_BA_18,162.948,393.297739,341.0
MS_BA_18,162.948,394.298725,105.0
MS_BA_18,162.948,413.267443,478.0
MS_BA_18,162.948,414.268423,127.0
MS_BA_18,163.449,129.057349,82.0
MS_BA_18,163.449,149.024457,177.0
MS_BA_18,163.449,173.081357,92.0
MS_BA_18,163.449,262.091824,85.0
MS_BA_18,163.449,312.103164,312.0
MS_BA_18,163.449,393.296365,301.0
MS_BA_18,163.449,394.299265,124.0
MS_BA_18,163.449,413.269003,535.0
MS_BA_18,163.449,414.266156,126.0
MS_BA_18,163.95,129.057187,66.0
MS_BA_18,163.95,149.024563,200.0
MS_BA_18,163.95,167.03513,67.0
MS_BA_18,163.95,173.081349,69.0
MS_BA_18,163.95,262.093507,85.0
MS_BA_18,163.95,290.121771,69.0
MS_BA_18,163.95,301.147971,75.0
MS_BA_18,163.95,312.103143,312.0
MS_BA_18,163.95,393.295579,300.0
MS_BA_18,163.95,394.29843,130.0
MS_BA_18,163.95,413.265732,554.0
MS_BA_18,163.95,414.266156,124.0
MS_BA_18,164.45,129.056934,72.0
MS_BA_18,164.45,149.025265,203.0
MS_BA_18,164.45,262.091464,84.0
MS_BA_18,164.45,301.149646,79.0
MS_BA_18,164.45,312.103624,305.0
MS_BA_18,164.45,393.297445,342.0
MS_BA_18,164.45,394.299609,147.0
MS_BA_18,164.45,413.266738,568.0
MS_BA_18,164.45,414.267113,124.0
MS_BA_18,164.951,129.055184,70.0
MS_BA_18,164.951,149.025046,206.0
MS_BA_18,164.951,173.08016,77.0
MS_BA_18,164.951,262.089901,91.0
MS_BA_18,164.951,301.151622,78.0
MS_BA_18,164.951,312.103558,327.0
MS_BA_18,164.951,393.29769,346.0
MS_BA_18,164.951,394.296857,155.0
MS_BA_18,164.951,413.267543,584.0
MS_BA_18,164.951,414.265904,132.0
MS_BA_18,165.452,129.056203,75.0
MS_BA_18,165.452,149.025658,230.0
MS_BA_18,165.452,173.081552,109.0
MS_BA_18,165.452,262.086255,83.0
MS_BA_18,165.452,312.103536,317.0
MS_BA_18,165.452,393.297248,351.0
MS_BA_18,165.452,394.295776,169.0
MS_BA_18,165.452,413.266587,569.0
MS_BA_18,165.452,414.264141,139.0
MS_BA_18,165.953,149.025552,228.0
MS_BA_18,165.953,173.08257,95.0
MS_BA_18,165.953,262.087076,70.0
MS_BA_18,165.953,312.105591,307.0
MS_BA_18,165.953,393.292929,342.0
MS_BA_18,165.953,394.296759,153.0
MS_BA_18,165.953,413.266034,528.0
MS_BA_18,165.953,414.267214,133.0
MS_BA_18,166.454,129.057658,81.0
MS_BA_18,166.454,149.025764,209.0
MS_BA_18,166.454,173.080111,139.0
MS_BA_18,166.454,262.088539,78.0
MS_BA_18,166.454,312.104542,325.0
MS_BA_18,166.454,393.293861,364.0
MS_BA_18,166.454,394.298921,137.0
MS_BA_18,166.454,413.264424,550.0
MS_BA_18,166.454,414.265652,139.0
MS_BA_18,166.955,129.055254,74.0
MS_BA_18,166.955,149.025915,206.0
MS_BA_18,166.955,173.080502,125.0
MS_BA_18,166.955,262.094649,76.0
MS_BA_18,166.955,312.102968,382.0
MS_BA_18,166.955,393.293714,402.0
MS_BA_18,166.955,394.299118,130.0
MS_BA_18,166.955,413.262713,563.0
MS_BA_18,166.955,414.267264,123.0
MS_BA_18,167.456,129.056147,83.0
MS_BA_18,167.456,149.025681,199.0
MS_BA_18,167.456,173.08121,105.0
MS_BA_18,167.456,262.091684,105.0
MS_BA_18,167.456,301.146768,64.0
MS_BA_18,167.456,312.101568,358.0
MS_BA_18,167.456,313.107911,69.0
MS_BA_18,167.456,393.294843,363.0
MS_BA_18,167.456,394.29956,111.0
MS_BA_18,167.456,413.264122,520.0
MS_BA_18,167.456,414.267617,140.0
MS_BA_18,167.957,129.056857,81.0
MS_BA_18,167.957,149.026376,225.0
MS_BA_18,167.957,173.081275,122.0
MS_BA_18,167.957,262.092806,87.0
MS_BA_18,167.957,312.100913,441.0
MS_BA_18,167.957,393.294647,377.0
MS_BA_18,167.957,394.295039,98.0
MS_BA_18,167.957,413.26548,549.0
MS_BA_18,167.957,414.267012,114.0
MS_BA_18,168.458,129.056281,71.0
MS_BA_18,168.458,149.027675,225.0
MS_BA_18,168.458,173.0813,121.0
MS_BA_18,168.458,262.092606,88.0
MS_BA_18,168.458,301.142172,67.0
MS_BA_18,168.458,312.102137,402.0
MS_BA_18,168.458,393.293665,381.0
MS_BA_18,168.458,394.296906,95.0
MS_BA_18,168.458,413.265732,557.0
MS_BA_18,168.458,414.270186,106.0
MS_BA_18,168.958,129.055845,90.0
MS_BA_18,168.958,149.026421,219.0
MS_BA_18,168.958,173.080836,108.0
MS_BA_18,168.958,262.091444,97.0
MS_BA_18,168.958,312.1017,375.0
MS_BA_18,168.958,393.294941,418.0
MS_BA_18,168.958,394.297889,95.0
MS_BA_18,168.958,413.266839,578.0
MS_BA_18,168.958,414.273461,116.0
MS_BA_18,169.459,129.055782,67.0
MS_BA_18,169.459,149.025726,213.0
MS_BA_18,169.459,173.079916,118.0
MS_BA_18,169.459,262.093127,85.0
MS_BA_18,169.459,312.102837,432.0
MS_BA_18,169.459,315.082815,65.0
MS_BA_18,169.459,393.294598,410.0
MS_BA_18,169.459,394.297742,85.0
MS_BA_18,169.459,413.266487,563.0
MS_BA_18,169.459,414.271496,133.0
MS_BA_18,169.96,149.024978,198.0
MS_BA_18,169.96,173.080942,123.0
MS_BA_18,169.96,262.089821,96.0
MS_BA_18,169.96,290.114057,69.0
MS_BA_18,169.96,312.102968,454.0
MS_BA_18,169.96,393.295383,430.0
MS_BA_18,169.96,394.300445,91.0
MS_BA_18,169.96,413.265581,614.0
MS_BA_18,169.96,414.271395,126.0
MS_BA_18,170.461,149.025401,183.0
MS_BA_18,170.461,173.080771,110.0
MS_BA_18,170.461,262.092445,73.0
MS_BA_18,170.461,312.103121,427.0
MS_BA_18,170.461,393.29553,407.0
MS_BA_18,170.461,394.302755,105.0
MS_BA_18,170.461,413.266738,596.0
MS_BA_18,170.461,414.270539,120.0
MS_BA_18,170.962,149.026125,149.0
MS_BA_18,170.962,173.081689,98.0
MS_BA_18,170.962,262.093538,75.0
MS_BA_18,170.962,301.133981,84.0
MS_BA_18,170.962,312.103155,373.0
MS_BA_18,170.962,393.296332,395.0
MS_BA_18,170.962,394.304835,102.0
MS_BA_18,170.962,413.266101,549.0
MS_BA_18,170.962,414.272319,101.0
MS_BA_18,171.464,149.025135,125.0
MS_BA_18,171.464,173.081006,123.0
MS_BA_18,171.464,262.091194,86.0
MS_BA_18,171.464,301.135957,93.0
MS_BA_18,171.464,312.102937,384.0
MS_BA_18,171.464,393.296479,414.0
MS_BA_18,171.464,394.306457,91.0
MS_BA_18,171.464,413.266655,519.0
MS_BA_18,171.464,414.273427,125.0
MS_BA_18,171.965,149.025017,171.0
MS_BA_18,171.965,173.082002,109.0
MS_BA_18,171.965,262.089757,110.0
MS_BA_18,171.965,290.113779,65.0
MS_BA_18,171.965,301.135254,78.0
MS_BA_18,171.965,312.10432,386.0
MS_BA_18,171.965,393.299088,435.0
MS_BA_18,171.965,394.302337,89.0
MS_BA_18,171.965,413.264902,543.0
MS_BA_18,171.965,414.273032,130.0
MS_BA_18,172.466,149.024738,170.0
MS_BA_18,172.466,173.081986,125.0
MS_BA_18,172.466,262.088394,100.0
MS_BA_18,172.466,290.117594,65.0
MS_BA_18,172.466,301.13607,107.0
MS_BA_18,172.466,312.104779,404.0
MS_BA_18,172.466,313.107426,70.0
MS_BA_18,172.466,393.297812,438.0
MS_BA_18,172.466,394.306219,90.0
MS_BA_18,172.466,413.265606,590.0
MS_BA_18,172.466,414.270614,127.0
MS_BA_18,172.967,149.024413,178.0
MS_BA_18,172.967,173.082149,110.0
MS_BA_18,172.967,262.088615,97.0
MS_BA_18,172.967,301.137745,80.0
MS_BA_18,172.967,312.10338,408.0
MS_BA_18,172.967,313.109309,97.0
MS_BA_18,172.967,393.29629,420.0
MS_BA_18,172.967,394.309266,76.0
MS_BA_18,172.967,413.265506,605.0
MS_BA_18,172.967,414.273738,163.0
MS_BA_18,173.468,149.024519,206.0
MS_BA_18,173.468,173.082279,99.0
MS_BA_18,173.468,262.089476,81.0
MS_BA_18,173.468,290.121599,68.0
MS_BA_18,173.468,301.138755,106.0
MS_BA_18,173.468,312.10303,385.0
MS_BA_18,173.468,313.108258,99.0
MS_BA_18,173.468,393.296978,414.0
MS_BA_18,173.468,394.307939,106.0
MS_BA_18,173.468,413.265707,593.0
MS_BA_18,173.468,414.275501,140.0
MS_BA_18,173.969,149.025584,206.0
MS_BA_18,173.969,173.081888,88.0
MS_BA_18,173.969,262.088715,97.0
MS_BA_18,173.969,290.124761,68.0
MS_BA_18,173.969,301.140537,98.0
MS_BA_18,173.969,312.103074,406.0
MS_BA_18,173.969,313.108061,98.0
MS_BA_18,173.969,393.2958,373.0
MS_BA_18,173.969,394.306318,100.0
MS_BA_18,173.969,413.266864,575.0
MS_BA_18,173.969,414.274292,151.0
MS_BA_18,174.469,149.024398,217.0
MS_BA_18,174.469,173.082824,90.0
MS_BA_18,174.469,262.086972,86.0
MS_BA_18,174.469,301.139571,106.0
MS_BA_18,174.469,312.102724,407.0
MS_BA_18,174.469,313.107404,86.0
MS_BA_18,174.469,393.296634,401.0
MS_BA_18,174.469,394.306416,105.0
MS_BA_18,174.469,413.267267,652.0
MS_BA_18,174.469,414.274443,155.0
MS_BA_18,174.97,149.02504,188.0
MS_BA_18,174.97,173.081921,76.0
MS_BA_18,174.97,262.086992,64.0
MS_BA_18,174.97,301.140795,87.0
MS_BA_18,174.97,312.101303,365.0
MS_BA_18,174.97,313.106243,74.0
MS_BA_18,174.97,393.298205,359.0
MS_BA_18,174.97,394.303123,103.0
MS_BA_18,174.97,413.26616,629.0
MS_BA_18,174.97,414.271571,135.0
MS_BA_18,175.471,149.025659,216.0
MS_BA_18,175.471,173.08245,92.0
MS_BA_18,175.471,301.141525,91.0
MS_BA_18,175.471,312.100953,362.0
MS_BA_18,175.471,313.108302,77.0
MS_BA_18,175.471,393.300266,377.0
MS_BA_18,175.471,394.303418,107.0
MS_BA_18,175.471,413.265405,618.0
MS_BA_18,175.471,414.273536,137.0
MS_BA_18,175.972,149.025727,221.0
MS_BA_18,175.972,173.080806,90.0
MS_BA_18,175.972,301.14073,89.0
MS_BA_18,175.972,312.103009,379.0
MS_BA_18,175.972,313.111258,83.0
MS_BA_18,175.972,393.298057,370.0
MS_BA_18,175.972,394.302877,105.0
MS_BA_18,175.972,413.264499,619.0
MS_BA_18,175.972,414.269758,150.0
MS_BA_18,176.473,149.025395,276.0
MS_BA_18,176.473,173.082002,84.0
MS_BA_18,176.473,301.141761,66.0
MS_BA_18,176.473,312.101828,393.0
MS_BA_18,176.473,313.108521,96.0
MS_BA_18,176.473,393.295996,387.0
MS_BA_18,176.473,394.305335,94.0
MS_BA_18,176.473,413.263895,626.0
MS_BA_18,176.473,414.269355,130.0
MS_BA_18,176.973,149.024398,350.0
MS_BA_18,176.973,173.081392,73.0
MS_BA_18,176.973,262.093904,64.0
MS_BA_18,176.973,290.123876,78.0
MS_BA_18,176.973,301.137874,72.0
MS_BA_18,176.973,312.102331,394.0
MS_BA_18,176.973,313.104557,80.0
MS_BA_18,176.973,393.296241,339.0
MS_BA_18,176.973,394.305924,80.0
MS_BA_18,176.973,413.264851,611.0
MS_BA_18,176.973,414.268901,113.0
MS_BA_18,177.474,149.025267,311.0
MS_BA_18,177.474,173.082922,65.0
MS_BA_18,177.474,262.093904,73.0
MS_BA_18,177.474,301.141847,66.0
MS_BA_18,177.474,312.104036,407.0
MS_BA_18,177.474,313.106243,83.0
MS_BA_18,177.474,393.296438,317.0
MS_BA_18,177.474,394.301845,80.0
MS_BA_18,177.474,413.265908,575.0
MS_BA_18,177.474,414.268045,114.0
MS_BA_18,177.975,149.025282,289.0
MS_BA_18,177.975,173.083842,75.0
MS_BA_18,177.975,262.092742,100.0
MS_BA_18,177.975,290.119154,76.0
MS_BA_18,177.975,312.105042,409.0
MS_BA_18,177.975,313.105762,74.0
MS_BA_18,177.975,393.296879,399.0
MS_BA_18,177.975,394.304155,84.0
MS_BA_18,177.975,413.264801,593.0
MS_BA_18,177.975,414.268851,145.0
MS_BA_18,178.476,149.024987,311.0
MS_BA_18,178.476,262.094345,91.0
MS_BA_18,178.476,312.104495,394.0
MS_BA_18,178.476,313.104689,66.0
MS_BA_18,178.476,393.296634,375.0
MS_BA_18,178.476,394.302238,90.0
MS_BA_18,178.476,413.262939,557.0
MS_BA_18,178.476,414.264619,173.0
MS_BA_18,178.977,149.025229,315.0
MS_BA_18,178.977,173.082898,70.0
MS_BA_18,178.977,262.093704,98.0
MS_BA_18,178.977,290.12084,78.0
MS_BA_18,178.977,312.103992,397.0
MS_BA_18,178.977,393.29899,408.0
MS_BA_18,178.977,394.30096,80.0
MS_BA_18,178.977,413.263191,559.0
MS_BA_18,178.977,414.263713,167.0
MS_BA_18,179.478,149.02562,292.0
MS_BA_18,179.478,262.093654,96.0
MS_BA_18,179.478,290.119398,76.0
MS_BA_18,179.478,312.104224,382.0
MS_BA_18,179.478,393.296454,420.0
MS_BA_18,179.478,394.304122,86.0
MS_BA_18,179.478,413.264315,508.0
MS_BA_18,179.478,414.265745,158.0
MS_BA_18,179.979,149.026172,271.0
MS_BA_18,179.979,173.082929,76.0
MS_BA_18,179.979,262.09149,80.0
MS_BA_18,179.979,290.115245,71.0
MS_BA_18,179.979,312.102737,421.0
MS_BA_18,179.979,315.07931,67.0
MS_BA_18,179.979,393.297877,418.0
MS_BA_18,179.979,394.302402,103.0
MS_BA_18,179.979,413.264214,524.0
MS_BA_18,179.979,414.267004,145.0
MS_BA_18,180.48,149.026073,230.0
MS_BA_18,180.48,173.082815,82.0
MS_BA_18,180.48,262.092813,80.0
MS_BA_18,180.48,290.112083,74.0
MS_BA_18,180.48,301.139476,66.0
MS_BA_18,180.48,312.102584,457.0
MS_BA_18,180.48,313.109234,73.0
MS_BA_18,180.48,393.297926,396.0
MS_BA_18,180.48,394.301517,87.0
MS_BA_18,180.48,413.264365,534.0
MS_BA_18,180.48,414.267155,150.0
MS_BA_18,180.981,149.026564,213.0
MS_BA_18,180.981,173.081285,132.0
MS_BA_18,180.981,262.089206,104.0
MS_BA_18,180.981,290.113706,67.0
MS_BA_18,180.981,312.101513,406.0
MS_BA_18,180.981,313.110373,90.0
MS_BA_18,180.981,393.295521,435.0
MS_BA_18,180.981,394.30363,97.0
MS_BA_18,180.981,413.265522,602.0
MS_BA_18,180.981,414.266299,168.0
MS_BA_18,181.484,149.025721,218.0
MS_BA_18,181.484,173.079342,111.0
MS_BA_18,181.484,262.087148,119.0
MS_BA_18,181.484,312.101562,392.0
MS_BA_18,181.484,313.106919,100.0
MS_BA_18,181.484,393.296903,416.0
MS_BA_18,181.484,394.29946,106.0
MS_BA_18,181.484,413.264624,633.0
MS_BA_18,181.484,414.269984,157.0
MS_BA_18,181.985,149.025578,214.0
MS_BA_18,181.985,173.077096,101.0
MS_BA_18,181.985,262.08831,123.0
MS_BA_18,181.985,312.101781,407.0
MS_BA_18,181.985,313.112591,95.0
MS_BA_18,181.985,393.296903,427.0
MS_BA_18,181.985,394.297937,110.0
MS_BA_18,181.985,413.26392,640.0
MS_BA_18,181.985,414.269178,177.0
MS_BA_18,182.486,149.026377,177.0
MS_BA_18,182.486,173.077054,95.0
MS_BA_18,182.486,262.088781,119.0
MS_BA_18,182.486,312.101422,390.0
MS_BA_18,182.486,313.107545,89.0
MS_BA_18,182.486,393.296869,479.0
MS_BA_18,182.486,394.299378,122.0
MS_BA_18,182.486,413.264842,595.0
MS_BA_18,182.486,414.269598,175.0
MS_BA_18,182.987,149.025976,193.0
MS_BA_18,182.987,173.077607,94.0
MS_BA_18,182.987,262.089923,122.0
MS_BA_18,182.987,312.102559,392.0
MS_BA_18,182.987,313.109231,96.0
MS_BA_18,182.987,393.295888,434.0
MS_BA_18,182.987,394.297461,139.0
MS_BA_18,182.987,413.267459,529.0
MS_BA_18,182.987,414.26859,154.0
MS_BA_18,183.488,149.026354,167.0
MS_BA_18,183.488,173.076313,92.0
MS_BA_18,183.488,262.090444,125.0
MS_BA_18,183.488,312.101859,432.0
MS_BA_18,183.488,313.108092,96.0
MS_BA_18,183.488,393.294857,455.0
MS_BA_18,183.488,394.300361,117.0
MS_BA_18,183.488,413.266452,543.0
MS_BA_18,183.488,414.2699,149.0
MS_BA_18,183.989,149.025818,186.0
MS_BA_18,183.989,173.077567,138.0
MS_BA_18,183.989,262.090364,93.0
MS_BA_18,183.989,312.102187,427.0
MS_BA_18,183.989,313.109669,86.0
MS_BA_18,183.989,393.295593,488.0
MS_BA_18,183.989,394.300115,115.0
MS_BA_18,183.989,413.264842,563.0
MS_BA_18,183.989,414.268288,160.0
MS_BA_18,184.489,149.025239,156.0
MS_BA_18,184.489,173.075681,128.0
MS_BA_18,184.489,262.092092,84.0
MS_BA_18,184.489,312.104182,365.0
MS_BA_18,184.489,313.111383,64.0
MS_BA_18,184.489,393.294177,495.0
MS_BA_18,184.489,394.301941,105.0
MS_BA_18,184.489,413.263844,649.0
